tweet,Sentiment
nothinn  nothings on tv  maybe they've run out of programs,0
"@RetraceLady @djslump Morning! Oh no, more of them?  #terremoto #earthquake #italy",0
is seriously wondering what the Australian public were thinking by kicking my baby Kat off of SYTYCD!  I miss her already...,0
so today is apparently cuddle up day. and i have no one to cuddle up with. ,0
@erickaaa im at workkkk  im freezing too i need a mass hug from you! can i call u 2night babe? xxx,0
"@Winetweat: sorry  but follow us, we're going to publish pictures and video and sometimes also in english",0
"@quinparker I find that, in this age of internettery, this is how you perfectly express sorrow and empathy for another's pain ",0
ARGH finally figured out whats killing 'Inquizitor' games on Jailbroken devices. About 30 1 star reviews too late though!  Fix on the way,0
"Considering new business name, which means new logo and website. Finding it very difficult to pick a name though. Been 2 weeks  #fail",0
Office time.!! ,0
@beatccr I can't wait to read that one...still waiting on my copy ,0
having lunch on my desk while i work ,0
wants an iphone ,0
ITS APRIL! STOP SNOWING!!! ,0
Trying to find the motivation to write some essays and finding it sad that my life revolves around essay writing ,0
I heard he stopped singing.  It's a shame� ? http://blip.fm/~3xath,0
@theletterj Couldn't agree more. People keep stealing my elastic band ball ,0
Stuck inside...poorly little people ,0
@MizFitOnline Is ur host down? I'm getting nothin' ,0
@lyn_ thanks hun.. didnt even no he was going to be on... pitty we couldnt see him sing ,0
@myrtti  ouch,0
"I'm all snuffly and then hot and cold, tired and bunged up.  Woe is me ",0
"Just a heads up. Site's being wonky, so will like probably post late today. Flippin technical issues. ",0
@skinnylatte its a great article but quite sad. We are the saddest pinnacle of evolution ,0
Goodbye Jive test server - so very sorry to have to shut you down ,0
I'm up  amy's coming around today so i have to clean my room ,0
finishing the tax return... instead of making some tracks or enjoying the sun... ,0
be offline ,0
hoping my new kitten is well - as she isn't eating or drinking - hopefully just stress of a new place ,0
@danielhcwong Taylor 814ce --&gt; #&amp;$(#&amp;$!(@#$(!@#*$(#!( sweet mother of #@&amp;$(!@#($*(!@#*$(!@#&amp;$(!@#$&amp;!(@#!#@($... my livie is only 2900 ,0
@elltotheice poor kid  damn all those people who want to cut there grass �__� ahaha! 15days&lt;3,0
"I'm wish I wouldn't have drank coffee all day long, need sleep, must sleep, can't sleep ",0
"is feeling even worse..  cold, cough, sore throat.. the works ",0
"finally have the vintage logo of greatness over here now...kinda tough to do right now w/o a home computer  ... oh well, someday",0
is feeling weird today. happy and sad at the same time. and missing my people from italy  ilyyy &lt;3,0
"argh, there goes my plans for Friday... ",0
@heidimontag : i dont know im in the UK so isn't out here yet  so jealous,0
got formal invitation. what am i gonna do about my date? i should've said to put &quot;Nick &amp; Guest&quot;. ,0
ande now I'm not sure I want to associate with such a violet product  may have a re-think about my screen name,0
@markhardy1974 it IS but i'm still waiting for my ride  #itm,0
wish the sun would shine more.  i have a cute yellow dress to wear. COME ON SUN. COME OUT AND PLAY. stupid england.,0
"well, my foot odor problem is def. back!  hmph. ",0
The drawback to this is that every picture I take with my phone is broadcast and is sent with the file name as text.  #AutomationAtaCost,0
"@petemc they're horrible, they're out to get me ",0
dontcha just love microsoft corrupted open XML documents. ,0
i have fucking shin splints!!!! im in pain.....DRUGS PLEASE......i never realised they could be so painful ,0
@taratomes I applied to go on that - but my Dad wouldn't drive me to Manchester for the auditions ,0
I have no idea how to use twitter.  No one wants to follow me cause I'm a bland person.,0
@helenthornber I dunno but I used to get fruitsalads and blackjacks from the post office...we never got applejacks tho ,0
My best friend Amy is coming round today to i've got to clean the house  and i've got to find my amp cable,0
where is my phone &amp; good foods? aaaaaaaaah  ,0
"The Muppet Whatnot Workshop site is temporarily down, apparently totally sold out &quot;Working hard to get it back ASAP&quot;  Hurry up, y'all. ",0
ednaiscool51 is up again yay! but all my videos are gone ,0
"@James_yeah gah, poor illazilla and shame about the mutt  but best of luck  this time around!",0
@iB3nji Yeh i know but it wasnt on the showbags list in the paper the other day  I heard that they are broadcasting from the show on Thurs,0
@alexfoster  re cat. Prob have amazing effect on vet bills too?  Watch for changes in character of remaining cat-puss!,0
NEED UUUUUUUUUUUUUU.....  http://plurk.com/p/n0vpg,0
"@sonnyjoeflangan goddammit, i missed it  what 3 songs? xx",0
"@CatQ was so thinking of you, family and friends. Glad you're okay! But It's a black day for Italy, with all those people killed. ",0
Just had a great time... that is if I forget about the fight on the way back... ,0
Horrible Weather ,0
@DavidBlue someone spoiled it for me last week ,0
@nicsknots  What up?,0
"cant eat, drink or breath thanks to the bad throat infection ",0
"cant eat, drink or breath properly thanks to the bad throat infection ",0
Shattered ,0
's nanna just passed away ,0
Having delay to 1500 ,0
Uni sucks! Have to leave home at 12:00 to attend a lecture at 14:30 to 16:30.  &amp; roadworks everywhere - MT installing fibre cables.,0
"Started his 12 week training, it's going tobbr tough with so many birthdays, currently at work    http://twitpic.com/2y81k",0
It's so upsetting. Ami's in agony and the vet can't see her until 6pm. My poor little thing ,0
"@matthewknight i don't know...! I can ping the site, but it won't load at all for me...  I'm trying to contact dreamhost ",0
no body ever replys to me ,0
"@edbehrens 'Thanks for all the good luck! Alas, I wasn't good enough  don't really want to explain but thanks for everything I &lt;3 you all'",0
cannot stop coughing  so much for sleeeping,0
Wet hair in my eyes. ,0
"@kevatkinson My bro and sis but very young, mums working today so thought i would help out... I don't have any sun ",0
"having a coffee and going through my twitter, facebook and other social networks ..... it seems to become a full time job to keep up ",0
gets to speak to my boyfriend til about 3! so happy! but then cant speak to him til may! that may hurt a little!! ,0
@princessbuddha im having the same problem.. i never drive anymore! ,0
still up... sad i lost followers ,0
a sad day I morn for my awesome car  http://twitpic.com/2y82e,0
"OK, I think I'm finally done with work for the (yester)day. Now for a beer and some TV before hitting the sack. Back at it around 9am. ",0
working my life away.. ,0
examz coming.........really feeling HeLpLeSsSsSs.. ,0
Creepy Outdoor on the speedway: Alli is now in Portugal... Seems not so good 4 losing weight  not healthy!,0
"@francesdath not bad, transitioning, being visited by many globe wandering gypsy queers at the moment... but you are missing ",0
loaded with the cold  great fun!!!,0
up early. my stomache is acting funny ,0
has a headache...it wont go away and i dont want to od on panadol....lol....seriously though it hurts ,0
http://twitter.com/freddybust/status/1463411617 - thats right! ,0
"Maybe that was unclear... I'm planning to post on my own website later than usual today, due to technical issues ",0
does anyone else miss chatting in chat rooms? I do  but can't find  one i feel comfortable in suggestions please?,0
"Vah. The dreaded lurgy strikes. I'm in dire need of tea, chloroformed or otherwise. Alas, I'm off to ASDA for pizza, no time for tea ",0
The leeds festival twitter man has lied. There is no update. ,0
"going, going, aaand gone. poor moosie fell asleep in class   http://twitpic.com/2y82y",0
is really fed up ,0
"swapping songs through email with carrie, damn the tasman DAMN IT TO HELL i wanna jam ",0
"damn it, i still can't find a decent sized photo ",0
"@Anjeebaby I'm fine if things are busy, just gets hard at quieter times ",0
"Essay finished, 3,605 words, very pleased with self but dreading the return to project work ",0
"@VioletsCRUK Yeah, off Aberdeen, on the Miller platform, the one the chopper left before it went down thew other day ",0
immm sooooo lowwww ,0
"I still feel toss, though I was better yesterday but actually realised im not when I woke up at 5am feeling sick ",0
Still have a lot of work to catch up on! ,0
...  missed the gig ,0
Khb count low today despite the changing weather. ,0
@dale__wood I love uni coffee????? BET you won't get this one. ILPC oh ps uni tomorrow pick u up at 12:52! PS 1000 word assignment!  ARG,0
now I'm having a hard time digesting disappointment ,0
READY FOR FRIDAY at the TED!! Go Braves! &amp; stocking up on ricola cough drops &amp; dayquil b.c i have a cold from the constant weather change ,0
:S geen How I Met Your Mother vandaag ,0
No southpark for me ,0
"yay, migraine to round of Berlin ",0
@SheriTingle Really busy  Loads of projects to complete.,0
"so much for my roast tonight, still frozen solid. ",0
Up since 3:00. Going to be a looooong day. ,0
"i'm bleeding ! , i shaved my legs and now i'm bleeding   haha, i'm a loser xp",0
Just got reduced to tears by Jeremy Kyle!! Off to the doctors now  i hate the doctors its so scary! Arghhhh!,0
I killed the Eggnog thread on PJ with my lame joke ,0
"@tommcfly hey, no chance of adding brighton or eastbourne to the UCAP tour? gutted im missing out this time round  i love you guys!",0
I am really tired but cant go to sleep ,0
"@saturngirl ha ha ha, *cap doffed*. Okay you are right. Camping in the Cotwolds AGAIN for me.    ;)",0
"lol, i did that then i was silly and thoght kb was the same as k  so its still not working. i doubt i will ever find one",0
@xoVince pssht! i miss u! u don't respond to me ,0
@DonnieWahlberg   DONNIE!! when are you coming back to the UK? It's been toooo long  X,0
Went to the dentist today... totally as a last resort... totally broke now too!! God damn the dental industry needs competition policies ,0
th�m m?t l?n n�i d?i ,0
Off Too Work .Gunna Miss The Lush Weather  .x,0
"@MANDY_EMMERSON Bummer, hope your OK! ",0
http://twitpic.com/2y867 - I miss thiss ,0
"Wow, its way too early to be awake.  Lots to do though, and software post at 8:30 so I actually have to be to work on time. Boo...",0
Missin my son..he went home with my monster in law last night  i can't wait to get him back this afternoon after work!,0
@iamloz_JsPR ouch ,0
"@Mirror_Kiss no, i don't have money, i'm very upset too ",0
@laz18 Yeah i couldn't answer your call at work this arvo babe  my breaks are usually at 1ish so call then haha  i need credit sooo bad,0
"Ugh, I can't sleep because I'm not feeling so great.  ",0
@foilly oh no! that's a shame  you'll have to find them the next time tim passes through. or organise a sydney feeter convention.,0
Oh no...Kutner's dead   (watching House),0
so bored.. still no internet at home. ,0
Been sent to the naughty boys corner in work  http://twitpic.com/2y86s,0
"@triplejsr the new eminem single, &quot;we made you&quot; it's got zero plays on aftermath's myspace,  i wanna hear it soo bad",0
i am wondering how to work this site ,0
Finally home from work ,0
"cant wait for easter, but then after that, it will be study time ",0
"back at work after a great weekend, my brothers have left home and gone back to england though with my gorgeous nephews, miss them ",0
@nikrosser I don't think there is any kind of good stroke. I'll wait to hear from you. I love that little cat.  L xxx,0
argh cant stop yawning ,0
"if you have a computer which isn't doing much (or a CPU core not doing much, if you're technical), get in touch? I need processing power ",0
My phone is BROKE.  Too bad I could have been sending you EXCITING tweets today on how the city elections are going. Election judge day!,0
16km on bike. I'm all hot n sweaty  . The REM marathon continues.,0
"im trying to make a chicken soup like my mothers,... but without a recipe.. this will be interesting... and i cant find matzah. ",0
has a huge headache ,0
wants &quot;someone&quot; to come over here ,0
@itspink WHAT?BOYZONE ARE REFORMING???I'm never aware of anything ,0
"@Sparkly_Devil1 *hugs* I'm trying really hard to concentrate on the nice dream instead. I'm sorry you had a bad one too, hon ",0
"@TheEngTeacher dammit, getting to know this corner very well ",0
"Ugh, what a waste of 3 hours... ",0
@charltonbrooker You've got my sympathy - I've got to go have my back X-rayed ,0
Time for lunch. I'm so craving spring rolls.... to bad we don't have a chinese near who delivers ,0
I don't know how I am getting back to Miami.  It's like no one cares...,0
"@Kal_Penn Ok well I think I just got a spoiler for this episode, I haven't seen it yet, i'm in the UK!!  gutted now.",0
surely is.... this is the first time I have tried to do this ,0
Have a ouchy head which is making me feel sicky ,0
@alessandrod sadness  but please keep updating *hug*,0
@loris_sl morning!!!! how things in Italy today??? Depressing I imagine!!! That is bad news ,0
@melaniengzuer haha! nah! no more. i go back twice a month. the bus tickets too expensive already ,0
Really want to see Kasabian at Eden Project 4th july! Just need someone to go with ,0
"Morning all! It's a grey day in Holland  Come on spring, you can do it!!!",0
Sad that the time shift means it's dark when we go home. ,0
@sneffielynn I wish I knew what's going on with TB.  It's driving me crazy.,0
damn! I have missed #gsoc apply deadline ,0
hates revision ,0
@khensu83 I always feel like that too  have an amazing day though xx,0
http://twitpic.com/2y887 - I miss this! ,0
"Quite busy today, attended 2 appointment. Well, tomorrow going to be another busy day ",0
iiiii havent slept yet and i have to be at work in 40 minutes. boo ,0
Is stuck in history ,0
@ClaireBoyles Thought as much ,0
Going to work!!! ,0
"The nowhere land - not 100% sick, but definately not healthy either ",0
I am still suffering from a headache which has been with me since yesterday afternoon. Feels like my head is in a vice  Not pleasant.,0
Working at uni.. Red Bull and a packet of sultanas for dinner ,0
@CSIMiamiJenny I know thats how i felt after givin them presents+them not appreciating it  Horatio is the real man LOL,0
@MissyKesson cant find u on it ,0
@fireflies_uk Twitter is really playing up! Braces...brings back memories of bad gagging reflex ,0
@carli_chick I can't get photo  x,0
On the bus going to work!  booo!,0
Can't tweet working over the head ,0
@robparsons - too difficult??? who ARE these people?? no doubt the ones who only ever see Africans as starving and helpless - grrrrrr ,0
Sitting in work ,0
"@nickynocky I pay just over a hundred, for me and occasional kids in a house, but not metered. Yours does sound high then ",0
"@abhian abey lalloo.. Me n dake then went for the 8pm show @ cp.. U cud've made it  .. Chal koi nahi, nxt weekend try karenge again",0
Up with my sick little girl who just came in my room and vomitted on my bed.  ,0
insomnia has got the best of me again... ohhh so tired and can't find sleep ,0
LOL what Anna? Schmance? I soo wanna meet up with you in the holidays man haha - Im missing you so bad ,0
I sooo cannot afford to get an iPhone ,0
"yay, I can txt to twitter but can't receive to my cell bcos im in New Zealand ",0
sleeping at a friend today x3 whats going on with u!? don�t understand .. ,0
@Retrochick_uk oh probably PMT ;) and thoughtless men a bit too ,0
"To transcode a 100MB .wmv to a 100MB .flv file without loss of quality - possible, or not?  Anyone know?  Everything I try is terrible ",0
@kenmcguire sorry i had to be the one to confirm your darkest fears ,0
"@divapromotions I agree, sendout cards rocks!  Just sent one today to a dear friend that I had to let go ",0
Dats some fast internets. We'll probably be stuck with that 10% though  http://digg.com/d1o8Kd,0
"It's a new morning pulled back the curtains sunshining, birds tweeting and I'm stuck inside working  !",0
"@joypalmer I wake up at 2am and think, ah yes, that's mice running around in the ceiling again ",0
"At school right now.. Just watched This is England, and I'm sorry to say that I didn't like it that much  Maby because I watched it here?",0
"@kangaroogav Preach brother, Special K, Single gammon roll &amp; water, no dinner ",0
"meetings aren't always boring, but I wonder why I m always sleepy towards the close ",0
Surprised how little I miss having a house or car or really any of my other worldly possessions... but I do miss my dog.  ,0
"@chrisgedrim that's it, we're over ",0
@fancyelastic Would use red onion if we had any. Chives are abundant at the moment so using them instead. Lid of sunflower seeds is stuck ,0
@JasonArnopp our memberships had expired and to renew them we have to do a new induction which can't happen til next tuesday ,0
is needing some love ,0
getting ill and very fed up with how things have turned out ,0
@MyAppleStuff sadly we can't turn back time  we have to help to re-build everything &amp; give those poor families much love,0
so dissappointed right now guess its not meant to be ,0
"so tomorrow/today finishing up hmwk, getting over being sick, then getting ready for another day of school tomorrow ",0
@Jlo1978 Ahhhhh so when are you leaving?  Will you not make Friday? ,0
@CaptainSeeBass @SparkyMA girlfriend troubles. Got some serious thinking to do ,0
"@Monkey_Cat Mom's brains are fried, not juicy.  That's what she says when she's in front of teh compy too much. MY BRAINS ARE FRIED!",0
@allieblue I have ONE Vodka Mudshake  Not going to be enough!!!!!!!!,0
I've been accused of being a biscuit fascist because I said Viennese biscuits weren't working class ,0
Up early-ish to study before getting taken to lunch!! But then I have to come back from lunch and study more ,0
Has twitter changed in past 2 weeks? Can only view 2 pages of tweets on phone as selecting 'older' repeatedly shows page 2 and no more ,0
gotta calm the weekends down monday blues carrying on into tuesday ,0
"@intelligensia I totally get you, why you did it is beyond me, I rediscovered some new bones on my back after Sundays escapades ",0
Wish i were i sleeping ,0
it'd be great if some opensource luminary would record 'talk' files for #rockbox  the daleky voice is unimpressive ,0
@PolkaDotSkirt I'm getting my card in two weeks and it's a Solo iirc. Threadless.com is already out of the question ,0
@shruticute Got any web link to it? Here we only get the Hindu and TOI. ,0
moving on to managerial finance... nicht gut ,0
"oops havnt been on 4 a while... so much school work, hardly any time 4 myself!! ",0
is sad. watching HIMYM seas. 1 so i can be cool like everyone else. but not feeling it and keep forcing myself to watch the next episodes ,0
"@Andy_Winward Only &quot;seem&quot;, Funny? ",0
"@hugbubble Im keeping my distance well well away from your comments , this is not good for the male species ",0
I can has migraine? ,0
feeling ill today too so not having a great day ,0
Rather tired after last nights works. Getting woken up early doesn't help either ,0
@rgdub. Yes! I really wanna go bad but I have to work ,0
at work  plus im sick. blah..,0
bleach on my hair for the third time in four days ho hummm. got to go out later to post the gazillion things ive sold too bad ,0
Good Morning...just found out I need to have a wisdom tooth out ,0
stuff finding a small enough picture i will jsut have to be this weird face for the rest of my twitter life  lol,0
you guys I can't sleep  but I really need to cause I have work &gt;_&lt; FML,0
wishes P-Kid wasn't so sick and in hospital tonight ,0
tired cant sleep baby feeding at 3:30 ,0
has a really sore elbow.  i think it's broken ,0
is depressed he isn't going to be able to see David Archuleta. ,0
Heroes is soooo boring. Ugh and I just found out there are 3 more episodes this season. ,0
@kiyala Aw what did the poor donkeys ever to do to you? ,0
is in pain after having her braces tightened  ,0
Is At Work  x,0
Spring break is over...school &amp; work are monsters that have taken over my life. Seriously! ,0
@redpr no  looks like housework for me,0
@arisan No free day for you?! ,0
is somehow sick again...2 days till my exam..wonderful timing ,0
preparing for work and leaving the balcony  But i'll give it tomorrow another try! ;-) ? #niceweather #Berlin #goodlife,0
Didn't want to be a tax inspector anyway ,0
@TweetDeck Can you not become a seperate program rather than use AIR? AIR is awful and this RAM leakage is bloody annoying! ,0
is annoyed with the amount of glass on dublin roads and the number of punctures I am getting ,0
"OMG - there is a super massive Bee downstairs, my phobia is kicking in big time and I can't go downstairs unless I know it's gone!  help!",0
T minus 35minutes to go home. Well not home. But to do laundry. At home. Kindof. The laundry is at home. But the washer and dryer isn't. ,0
And I am now a division of one ,0
"@lancehenrikson just writ a @ticketbot thing, it is spamming people with tickets for bands with &quot;that word&quot; in. Probably children too ",0
"Just got home, going to sleep for a couple hours. No Age of Conan  I hope I dream about eating delicious sushi!",0
my computer can't open any files from the university so I can't do any work! I don't get it ,0
@incrediblesteve  Cold turkeys the only way I know ,0
"Dogs around my ankles as I've had to lock them in the study with me, away from the builders. Oh joy, only another 14 weeks of this. ",0
the great holiday homework sesh has begun  now bugger off twitter you distracting menace!,0
Dammit! I think I picked up a bug from the girlfriend ,0
"@beccaacyrusx chyeahhhh ;) my shoulders, back and legs all hurt atm ",0
I miss one of my friends ,0
very very busy - not getting a chance to Twitter as much as before ,0
doesnt know what to wear ,0
@cincincintya my seed is on the verge of death!  thinking of what seedling i can plant to replace,0
i need something big to happen ,0
"done feeding horses this snowy, windy April morning ",0
@loris_sl I see they are still having aftershocks over there. I'm following @EQwatch which tells me there's just been another 4.8 quake ,0
wants her iPod. ,0
@yayitsfoogie aww  well i thought it was a fun website anyway. don't be lonely!,0
"@xrandommcrluvrx Yup! Obsessed! I bet they've run out of stock though  Anyway thnx for the help with the phone, I was using the wrong code",0
"@guybatty oh I'm so sorry to hear that  very sad thing, he was so young",0
"@_Wren_  *internet hug* Yep, I know the feeling.",0
"@kijuto em ng? t? 1h s�ng -&gt; 11h tr?a d?y ?n c?m, ?n xong ng? ti?p ??n t?n b�y gi?  ! m� m?t.... m� m?t...... !",0
@Kal_Penn I just watched House and got really sad    I liked Kutner.,0
Where has the morning gone? ,0
"@shaksiyya what was going on with you guys over the weekend Shak??? was not happy, my CD collection is outdated!! ",0
Is not a happy chappy.... ,0
"I'm going to perform with my good friend Nicole Brilhante on Thursday at Don Ho's.  Please come, no one else will ",0
Three cheers for fiber to the home... now we only have to wait 8 years for it ,0
"just couldn't sleep last night.    Working 7a-3p, than dinner with Megan.  Happy Bday JL!",0
digg links are now nofollow... ,0
"@rustyrockets will you be showing me some love you sexy swine, feeling abit lonely  go on you know you wanna ; ) x",0
@ecaps1 bloody idiot!!   just shop him into some gay porn ,0
Lost everything on laptop  Won't be able to CG anything properly untl about 6 ,0
just had a tonne of sad news today ,0
I'm getting more and more people asking where they can buy the #Ambients album. Simple answer is &quot;not yet&quot;  It'll be on iTunes eventually,0
@MissyKesson  bet you let mcgee on there! hahahaha,0
"@gavlp yes, I hope these shocks are going to stop soon - I think I'm getting angry with Earth itself ",0
"Sore throat. Please God, don't make me sick  Sleep time, night all x",0
i didn't have enough sleep ,0
mornnnninggg. ugh by cub has gone to work without a phoneee. got no one to textt ,0
Drinking a Nuun lemon &amp; lime electrolyte tab drink. It's not sweet enough ,0
@limburger2001 infrastructure and improving their coverage/service. most of the wifi hotspots are in adelaide/SA though ,0
@bloodrush545 Ugh. Pizza would be fantastic right now. Too bad this isn't phx. No pizza places open ppast like 10 here. ,0
"@Sheamus Yep done that from the off - just have All Friends | Search | My Tweets panels. Hmm interesting, maybe it will fix itself later ",0
"@sonnyjoeflangan oh awesome, shit i missed it ",0
@AllanCavanagh thanks for the link Allan-DM not working...laptop on a go slow ,0
it's tuesday...The Su couldn't sleep last night...BTW:orange juice right after brushing ones teeth with cinnamon toothpaste=yuck ,0
would really love to go on holiday.but its not gonna happen ,0
Stupid glass and it's ability to cut my foot ,0
"is really, really tired, and hasn't slept in days. Can barely keep my eyes open  Really missing my sanity.",0
just came back from college. assignment really piles up like shits. SO DEAD TIRED ,0
Can't sleep  how frustrating!,0
"For once in ages, I cant hear that bloody tap driping. But now we have no cold tap in the bathroom  RIP tap!!!",0
March sales reports done... hardly worth it ,0
there is just something wrong with stupid Vista  I hate it.......,0
"The Swanage fieldtrip is legendary for carnage, it's the only reason I chose Geography... pity my uni doesn't run it  #theinbetweeners",0
"Watched #Twilight last night, was brill but not as good as the book! ",0
how to get tickets 4 sold out &quot;give it a name festival&quot; on sat? ,0
"going for a shower &amp; brush my teeth, don't wanna go to work ",0
No longer innocent then...  http://news.bbc.co.uk/1/hi/uk/7986901.stm,0
"Wow.(non work related) I've been doing the SEO for a site I designed and it's now ranking 1-5 on MSN, Google and ASK - Sadly, not Yahoo ",0
"So many questions for the next Battlestations Podcast. We'll do our best, but we can't possibly answer them all. ",0
study history of music ..... bored ..... help me please!!!!!!!!!! ,0
wish there was a a little tunnel (preferably a waterslide!) direct from dressing room to water so people don't see me in my togs ,0
"@FREDDIESDOUBLE glad i'm not at work, but fed up of being in pain... permanent earache for almost a yr is not fun ",0
"I'm not liking that new iTunes Pricing at all. I mean, I've seen several songs at $1.29, but not only one at $0.69! ",0
"@Natasja_Cupcake That would be great! Havin' a crappy day again, just can't seem to get in a good mood  Some sun would help!!!",0
god pls... 'm tryna be a good gal... u noe it best.... i dun n dun n dun wana be in deep shit... help me out here....  OMG...,0
i hate the new facebook look either! so messy and everything is all over the place! i want the old one back! ,0
"@nickynocky Yeah its rubbish, think my bill just gone up as well, and you have to filter the crap water ",0
@ohmontana deal! I'll murph you with my pliplup or whatever. The water one. Barely at level 20 ,0
Someone somewhere didn't like Sheepish http://www.smartestgames.com/gotdhistory.php?id=141 ,0
@davidtaraso I'm stuck on Chapter 3 Incineration Destination. ,0
3 days to do 6 days work... ,0
i am missing my daughter. she went away yesterday for a week on a course to help her teach gymnastics. the house is too quiet ,0
yippee!!!  skype app. now available on i-phone whatever next? xcept you cant use the video ,0
"I'm not liking that new iTunes Pricing at all. I mean, I've seen several songs at $1.29, but not only one at $0.69! ",0
@LanieFuller Feeling really sick today  how about you?,0
Webview (one of control of iphone sdk) is too slow that even for loading local custom page it takes a marginal time ,0
"cant eat, drink or breath properly thanks to the bad throat infection ",0
"@Kara_YourSoJT Depends when you're going though. Dont want to be hanging around town for ages.Ooo Aisha,TUNE!Doreta Beach would rock!  x",0
"WHY CAN'T I BREATHE?! Yes, an over-exaggeration in terms, but still. I hate being ill. ",0
eating lunch... forgot to get home cooked food this morning ,0
"@SamShepherd Darn, I don't seem to be very good at this ",0
"wishing i was getting $900 for free, but noooo! Mr Rudd wants to play mean!!! ",0
@OhDatsBeezy - don't mind at all.  behind on my follows.  ,0
Just been the docs &amp; she give me some antibiotics for my throat. No alcohol for a week ,0
@revjesse Ahahah   if only it were hot enough!! I want to work elsewhere... like stacking shelves in some grotty shop ,0
couldn't sleep. read some Animorphs and now I'm attempting sleep again. please work this time. I'm exhausted plus I want to cuddle ,0
"sister's cat Meatball has had its leg crushed- needs to be amputated now, poor little thing ",0
"@OfficialRandL  whattttttt?! they've not brought anything new out for about 2 years, and they're crap!! when will the full line up be up? ",0
@Matthew_Day Yeah...at work ,0
@ecaps1 arrrrg it must be bad   mcdonald / burger king always hire,0
My nose is bleeding ,0
@ditesh haha I'm unsure what I can deliver for Foss.my. I'm not using alot of opensource software ( Hail Adobe for being expensive  ),0
glues not coming off. it is sooo irritating ,0
Cannot believe she is awake at 6AM on a tuesday. *yawn* And I had a bad dream. Bummer ,0
@sentricmusic ...suffice to say their offer was ignored. Then EMI.com launched and they all laughed rather a lot... ,0
feeling low today ,0
Bored&amp;tired. Miss the stay-back time ,0
It rains heeaaavily outside and i trap in this building cant go home ,0
@dilyswei thank you! i know its not over but the fact that i studied day and night made me sad ,0
"Didn't even want to get up for work this morning. I just wasn't feeling it, but had to anyway. ",0
Wtf!? They still dont have britney for the record up yet. ,0
"@chhavi Working, working, working. ",0
is suffering with the lugholes again ,0
Someone in ROMANIA didn't like Mystic Myre http://www.smartestgames.com/gotd.php ,0
"gotta stop turning in homework late, would be gettin an A in Information Systems if it wasnt for the few late assigments ",0
I want my cereal! But we're out of milk ,0
Oh no! Free car park I always use is now Pay &amp; Display. But I have no change ,0
"@zenojones I can't go to sleep... Too much to do, too little time  long week ahead of me! And ok I'll get u hat lol",0
Just booted into Windows to upload something since Internet is even worse under Ubuntu ,0
was playing around putting in random twitter usernames. so many wasted blanks! ,0
I totally just lied about going on a trip to get out of hanging out with someone. 'Airport' was the only excuse that came to mind. ,0
"@whatdamnnick well, the problem with rain here is that it comes with extreme coldness. ",0
NBCNews reporting Pres Chief Econ guy #Summers is loaded with Wall Street money (8mil from a HedgeFund) from banks that were bailed out ,0
"@tommcfly have fun tom, i need to buy eclipse too but i have no money. sad timess ",0
has to wait a WEEK to find out if her writing is any good  sux!,0
(yay! SJ will be on come to play. Kibum is of course missing and so is Teuk  ),0
@wellreadkitty oh poor thing  I used ot love squeezing out the pus when I was a vet nurse. kinda gross really...,0
&quot;Who is your favorite vintage designer?&quot; Lucy: &quot;Topshop.&quot; I miss cycle 3 of britain's ntm. ,0
@darenzia  assuming i wont get to see u before u leave...i'll miss u punkin : *,0
I wanna go home! ,0
Testing twitter mobile SMS from Australia (expensive  ),0
whatchiing commercial breakdwon lol and havee homework to do  enrtertain meee,0
"@Plip Would love to try Trillian Astra, but it's a closed beta and they won't let me in ",0
@Tittch I'll second Andrew's suggestion. They might fit you in as an emergency. Chin up. Thinking of you. ,0
poor ando. he just got shot ,0
sitting at my desk eating dinner. Great Thai but a bit of a sad situation overall ,0
@moreshannon he isn't here!  he is down south for 2 days working!,0
#mmuk09 Moodle 1.x must upgrade to 1.9 before being upgraded to 2.0 - Themes will probably break though ,0
@Rooxxy I've got tonnes over here. Going to have to donate some I think!  I just can't eat any more!,0
@TomFelton Late nights suckkk!  Gym always makes me feel better though!! Photoshoot for what?,0
That overnight screwed up my sleep. ,0
"@ALEXRUSSIN Lucky, I missed it ",0
Been with O2 for 18 months now. In need of phone upgrade. iPhone comes to �500+ over contract life  Need smartphone with cheapo talk plan!,0
"@paulriggall Me too  Why am I not going to Glasto?! Stupid girl! Crosby, Stills &amp; Nash are playing too!",0
@NuJurzyBoricua I wanna go back home and go to bed.  lol whatcha workin out today?,0
@Honey_ It's nasty.   No reports of flooding as yet. Multiple reports of bad hair and wet pants however.,0
@rustyrockets Its not my birtday something went wrong please reply or I feel you dont love me ,0
Mums soup made my stomach make nasty noises   ,0
laptop is running out of battery ,0
worried about furry sun who has bad tartar on teeth and needs dental treatment ,0
Finally! Fellow Ninjas logging into the forum ;) If you've done so recently can you redo again... as it woz a bit broken before ,0
ughhhhhhhhhh twitter is bing sooooo retarded ,0
@nickynocky I'm looking for other utility suppliers tonite now ,0
@whykay It's lashing down here. ,0
"chocolate covered strawberries and cottage cheese, you have defeated me ",0
I really need to go to a dentist. ,0
@mfarnsworth You and I will both be retired by the time this is all done mate.. ,0
A long flight is made even longer by a seat that won't recline. Off the red eye and grumpy ,0
@absolutelybatty *HUGS BACK* Thanks hon.  I can't believe he's gone! ,0
just got a tennis top in the post but i don't like it and its too big! shame ,0
